claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
2861,2861,Chevrolet,Urban,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Apr,0
2862,2862,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,0
2863,2863,Pontiac,Urban,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Mar,0
2864,2864,Pontiac,Urban,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,1
2865,2865,Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
2866,2866,Honda,Urban,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,4 years,21 to 25,No,No,External,none,no change,1 vehicle,Collision,1994-Oct,0
2867,2867,Toyota,Urban,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,5 years,31 to 35,No,Yes,External,1 to 2,no change,1 vehicle,All Perils,1994-Nov,0
2868,2868,Pontiac,Urban,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Apr,0
2869,2869,Pontiac,Urban,Male,Single,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Nov,0
2870,2870,Honda,Urban,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Dec,0
2871,2871,Pontiac,Urban,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,All Perils,1994-Sep,0
2872,2872,Pontiac,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Apr,0
2873,2873,Pontiac,Urban,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability,1994-Apr,0
2874,2874,Honda,Urban,Male,Single,0,Policy Holder,Sport - All Perils,Sport,more than 69000,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils,1994-May,0
2875,2875,Mazda,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-May,0
2876,2876,Honda,Urban,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,less than 20000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Jun,0
2877,2877,Ford,Urban,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
2878,2878,Honda,Urban,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,All Perils,1994-Jun,0
2879,2879,Pontiac,Urban,Female,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Jun,0
2880,2880,Toyota,Urban,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Jul,0
2881,2881,Nisson,Urban,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,2,8 to 15,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,0
2882,2882,Chevrolet,Urban,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Aug,0
2883,2883,Ford,Urban,Male,Single,51,Policy Holder,Sedan - Liability,Sport,more than 69000,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Jul,0
2884,2884,Toyota,Urban,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,8 to 15,15 to 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
2885,2885,Pontiac,Rural,Male,Married,38,Third Party,Utility - All Perils,Utility,40000 to 59000,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,0
2886,2886,Pontiac,Urban,Female,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,1
2887,2887,Toyota,Urban,Female,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Aug,0
2888,2888,Mazda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Aug,0
2889,2889,Mazda,Urban,Male,Single,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Sep,0
2890,2890,Pontiac,Rural,Male,Single,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Sep,0
2891,2891,Honda,Urban,Male,Married,34,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Nov,0
2892,2892,Toyota,Urban,Male,Married,64,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Dec,0
2893,2893,Chevrolet,Rural,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Dec,0
2894,2894,Honda,Urban,Female,Single,32,Third Party,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,Collision,1994-Nov,0
2895,2895,Mazda,Urban,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Apr,0
2896,2896,Mazda,Rural,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Apr,0
2897,2897,Chevrolet,Urban,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Apr,0
2898,2898,Mazda,Urban,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,more than 4,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Apr,0
2899,2899,Toyota,Urban,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,1994-Apr,0
2900,2900,Chevrolet,Urban,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jun,0
2901,2901,Chevrolet,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jul,0
2902,2902,Accura,Urban,Male,Married,52,Policy Holder,Utility - All Perils,Utility,more than 69000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Oct,0
2903,2903,Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Oct,0
2904,2904,Accura,Urban,Male,Married,74,Policy Holder,Utility - All Perils,Utility,more than 69000,400,2,more than 30,more than 30,none,7 years,over 65,Yes,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Nov,0
2905,2905,Pontiac,Urban,Female,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Aug,0
2906,2906,VW,Urban,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Aug,0
2907,2907,Honda,Urban,Female,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,1,3 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jul,0
2908,2908,Honda,Rural,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,500,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,Collision,1994-Jul,0
2909,2909,Pontiac,Rural,Female,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-May,0
2910,2910,Toyota,Rural,Female,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,1
2911,2911,Pontiac,Urban,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,0
2912,2912,Pontiac,Urban,Male,Single,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,Liability,1994-Apr,0
2913,2913,Pontiac,Urban,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,1 year,1 vehicle,Collision,1994-Apr,0
2914,2914,Toyota,Rural,Female,Single,46,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Apr,0
2915,2915,Honda,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,700,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Apr,0
2916,2916,Pontiac,Rural,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Nov,0
2917,2917,Mazda,Urban,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Nov,0
2918,2918,Toyota,Rural,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,0
2919,2919,Chevrolet,Urban,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
2920,2920,Pontiac,Urban,Male,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,1994-Oct,0
2921,2921,Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Oct,0
2922,2922,Toyota,Urban,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
2923,2923,Ford,Rural,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,1
2924,2924,Pontiac,Urban,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
2925,2925,Mazda,Urban,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
2926,2926,Pontiac,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Aug,0
2927,2927,Accura,Urban,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Jul,0
2928,2928,Mazda,Urban,Female,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jul,0
2929,2929,Pontiac,Urban,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Jul,0
2930,2930,Toyota,Urban,Male,Single,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jul,0
2931,2931,Honda,Urban,Female,Married,42,Third Party,Sport - Collision,Sport,more than 69000,400,4,1 to 7,15 to 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jul,0
2932,2932,Saab,Urban,Male,Married,27,Third Party,Sedan - Collision,Sedan,more than 69000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jul,0
2933,2933,Toyota,Urban,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Jul,0
2934,2934,Honda,Urban,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-Apr,0
2935,2935,Mazda,Urban,Male,Single,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
2936,2936,Mazda,Urban,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Jun,0
2937,2937,Pontiac,Urban,Male,Married,78,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,1,7 years,over 65,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-May,0
2938,2938,Mazda,Urban,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-May,0
2939,2939,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,1
2940,2940,Accura,Urban,Male,Single,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Jan,0
2941,2941,Honda,Urban,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,Collision,1994-Nov,0
2942,2942,Pontiac,Urban,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Mar,0
2943,2943,VW,Urban,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Nov,0
2944,2944,Accura,Urban,Male,Married,45,Third Party,Utility - All Perils,Utility,more than 69000,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Oct,0
2945,2945,Toyota,Urban,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jul,0
2946,2946,Chevrolet,Urban,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
2947,2947,VW,Urban,Male,Single,65,Policy Holder,Sedan - Liability,Sport,60000 to 69000,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,1994-Jun,0
2948,2948,Toyota,Urban,Male,Married,44,Third Party,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Mar,0
2949,2949,Toyota,Urban,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Mar,0
2950,2950,Chevrolet,Urban,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Mar,0
2951,2951,Mazda,Urban,Male,Married,28,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Mar,0
